year,month,gid_4,est,se
2024,09,AUT.1.1.1.1_2,0.2679127725856698,0.8750679973579197
2024,09,AUT.1.1.10.1_2,0.26375908618899274,0.8705951987002863
2024,09,AUT.1.1.11.1_2,0.3644859813084112,0.9545658699115457
2024,09,AUT.1.1.12.1_2,0.2741433021806854,0.8815985480931717
2024,09,AUT.1.1.13.1_2,0.2762201453790239,0.8837284650841563
2024,09,AUT.1.1.14.1_2,0.34371754932502596,0.9411461098044321
2024,09,AUT.1.1.15.1_2,0.2679127725856698,0.8750679973579196
2024,09,AUT.1.1.16.1_2,0.28452751817237804,0.892017937039378
2024,09,AUT.1.1.17.1_2,0.2907580477673936,0.8979977728257436
2024,09,AUT.1.1.18.1_2,0.2824506749740395,0.8899797750510947
2024,09,AUT.1.1.19.1_2,0.27518172377985467,0.8826664149042875
2024,09,AUT.1.1.2.1_2,0.26272066458982346,0.8694619025581253
2024,09,AUT.1.1.20.1_2,0.2699896157840083,0.8772684879784489
2024,09,AUT.1.1.21.1_2,0.33852544132917967,0.9374945333173942
2024,09,AUT.1.1.22.1_2,0.26583592938733125,0.8728436286070979
2024,09,AUT.1.1.23.1_2,0.31360332294911736,0.9182505104817561
2024,09,AUT.1.1.3.1_2,0.26064382139148495,0.867177029216074
2024,09,AUT.1.1.4.1_2,0.2544132917964694,0.8601744009211093
2024,09,AUT.1.1.5.1_2,0.28141225337487025,0.8889521921903376
2024,09,AUT.1.1.6.1_2,0.28660436137071654,0.8940335564172126
2024,09,AUT.1.1.7.1_2,0.26687435098650053,0.8739588090980037
2024,09,AUT.1.1.8.1_2,0.29802699896157836,0.9047231620777682
2024,09,AUT.1.1.9.1_2,0.2907580477673936,0.8979977728257433
2024,09,AUT.1.2.1.1_2,0.31360332294911736,0.9182505104817564
2024,09,AUT.1.2.1.2_2,0.32502596053997923,0.9274287034592003
2024,09,AUT.1.2.1.3_2,0.4236760124610592,0.9829262434180825
2024,09,AUT.1.2.1.4_2,0.2679127725856698,0.8750679973579196
2024,09,AUT.1.2.1.5_2,0.3904465212876428,0.9687600322061206
2024,09,AUT.1.3.1.1_2,0.3312564901349948,0.9321780945720692
2024,09,AUT.1.3.1.2_2,0.3001038421599169,0.906595830566184
2024,09,AUT.1.3.10.1_2,0.4953271028037383,0.9989414397250731
2024,09,AUT.1.3.10.2_2,0.3032191069574247,0.9093646133427391
2024,09,AUT.1.3.10.3_2,0.31983385254413293,0.9233330926594138
2024,09,AUT.1.3.10.4_2,0.4600207684319834,0.9934807496876775
2024,09,AUT.1.3.10.5_2,0.3052959501557632,0.9111838453352843
2024,09,AUT.1.3.11.1_2,0.2793354101765317,0.8868799242287533
2024,09,AUT.1.3.12.1_2,0.48182762201453794,0.9974046320325513
2024,09,AUT.1.3.13.1_2,0.505711318795431,0.9996619428586839
2024,09,AUT.1.3.14.1_2,0.308411214953271,0.9138730765265033
2024,09,AUT.1.3.14.2_2,0.29491173416407057,0.9018736053350311
2024,09,AUT.1.3.14.3_2,0.48078920041536866,0.9972582413798343
2024,09,AUT.1.3.14.4_2,0.48909657320872274,0.9983165830537007
2024,09,AUT.1.3.15.1_2,0.2824506749740395,0.8899797750510945
2024,09,AUT.1.3.16.1_2,0.29491173416407057,0.9018736053350315
2024,09,AUT.1.3.17.1_2,0.31983385254413293,0.9233330926594138
2024,09,AUT.1.3.18.1_2,0.367601246105919,0.9564183185196712
2024,09,AUT.1.3.19.1_2,0.24091381100726897,0.8442179813294667
2024,09,AUT.1.3.2.1_2,0.2907580477673936,0.897997772825743
2024,09,AUT.1.3.20.1_2,0.29387331256490135,0.9009128703709319
2024,09,AUT.1.3.21.1_2,0.2793354101765317,0.8868799242287533
2024,09,AUT.1.3.22.1_2,0.48182762201453794,0.9974046320325513
2024,09,AUT.1.3.22.2_2,0.26687435098650053,0.8739588090980034
2024,09,AUT.1.3.22.3_2,0.4631360332294912,0.9941508939793778
2024,09,AUT.1.3.23.1_2,0.4974039460020768,0.9991176106945638
2024,09,AUT.1.3.23.2_2,0.29387331256490135,0.9009128703709316
2024,09,AUT.1.3.23.3_2,0.4745586708203531,0.9962951369950499
2024,09,AUT.1.3.23.4_2,0.49117341640706125,0.9985409355654806
2024,09,AUT.1.3.24.1_2,0.25752855659397716,0.8637036528810179
2024,09,AUT.1.3.25.1_2,0.2699896157840083,0.877268487978449
2024,09,AUT.1.3.26.1_2,0.3011422637590862,0.9075241043630784
2024,09,AUT.1.3.26.2_2,0.4714434060228453,0.9957590069891399
2024,09,AUT.1.3.26.3_2,0.36033229491173413,0.9520315120835013
2024,09,AUT.1.3.26.4_2,0.485981308411215,0.9979498985420063
2024,09,AUT.1.3.26.5_2,0.29802699896157836,0.9047231620777682
2024,09,AUT.1.3.26.6_2,0.4714434060228453,0.9957590069891414
2024,09,AUT.1.3.27.1_2,0.466251298026999,0.9947843987518094
2024,09,AUT.1.3.28.1_2,0.2699896157840083,0.8772684879784489
2024,09,AUT.1.3.3.1_2,0.47559709241952236,0.9964657545545751
2024,09,AUT.1.3.3.2_2,0.30218068535825543,0.9084470265238307
2024,09,AUT.1.3.4.1_2,0.28556593977154726,0.8930285549745893
2024,09,AUT.1.3.4.2_2,0.29491173416407057,0.9018736053350314
2024,09,AUT.1.3.4.3_2,0.48805815160955346,0.9981983770774249
2024,09,AUT.1.3.4.4_2,0.29179646936656284,0.898974971842932
2024,09,AUT.1.3.4.5_2,0.4683281412253375,0.9951864146982773
2024,09,AUT.1.3.5.1_2,0.2907580477673936,0.897997772825744
2024,09,AUT.1.3.5.2_2,0.4828660436137072,0.9975469913743459
2024,09,AUT.1.3.5.3_2,0.47559709241952236,0.9964657545545753
2024,09,AUT.1.3.6.1_2,0.3115264797507788,0.9165151389911739
2024,09,AUT.1.3.7.1_2,0.3790238836967809,0.9628603221651667
2024,09,AUT.1.3.7.2_2,0.26375908618899274,0.8705951987002865
2024,09,AUT.1.3.7.3_2,0.3001038421599169,0.9065958305661839
